Order ID,Order Date,Customer ID,Type,SKU,Category,Product Name,Unit Price,Qty,Total,Discount Code,Disc %,Payment,Source,City,State,Warehouse,Del Date,Status,Return?,Reason,Ret Rec,Refund
UT-100121,2024-10-29,CUST_10120,New,TOP-SQN-S,Tops,Sequin Top,1999,1,1999,DIWALI40,40,UPI,Mobile App,Bangalore,Karnataka,Bangalore,2024-11-07,Delivered,Yes,Quality Defect,2024-12-03,Processed
UT-100122,2024-10-30,CUST_10121,New,BOT-LHG-S,Bottoms,Lehenga Skirt,5499,1,5499,DIWALI40,40,Wallet,Website,Surat,Gujarat,Mumbai,2024-11-08,Delivered,Yes,Size Issue,2024-12-01,Processed
UT-100123,2024-10-30,CUST_10122,New,DRS-SAR-M,Dresses,Saree Gown,6999,1,6999,DIWALI40,40,Credit Card,Instagram Shop,Mumbai,Maharashtra,Mumbai,2024-11-09,Delivered,Yes,Size Issue,2024-12-03,Processed
UT-100124,2024-10-30,CUST_10123,Returning,OUT-BLS-M,Outerwear,Brocade Blazer,4999,1,4999,DIWALI40,40,Debit Card,Mobile App,Delhi,Delhi,Delhi,2024-11-10,Delivered,No,,,Not Applicable
UT-100125,2024-10-30,CUST_10124,New,ACC-MNG-OS,Accessories,Maang Tikka Set,899,1,899,DIWALI40,40,UPI,Website,Varanasi,Uttar Pradesh,Delhi,2024-11-10,Delivered,No,,,Not Applicable
UT-100126,2024-10-30,CUST_10125,New,TOP-ZAR-L,Tops,Zardozi Blouse,3299,1,3299,DIWALI40,40,COD,Instagram Shop,Jaipur,Rajasthan,Delhi,2024-11-12,Delivered,Yes,Wrong Item,2024-12-05,Pending
UT-100127,2024-10-31,CUST_10126,New,DRS-FES-L,Dresses,Festive Gown,7499,1,7499,DIWALI40,40,Credit Card,Website,Lucknow,Uttar Pradesh,Delhi,2024-11-11,Delivered,Yes,Size Issue,2024-12-04,Processed
UT-100128,2024-10-31,CUST_10127,New,BOT-SLK-M,Bottoms,Silk Pants,3299,1,3299,DIWALI40,40,UPI,Mobile App,Chandigarh,Punjab,Delhi,2024-11-12,Delivered,Yes,Changed Mind,2024-12-06,Processed
UT-100129,2024-10-31,CUST_10128,Returning,OUT-VLV-L,Outerwear,Velvet Jacket,5499,1,5499,DIWALI40,40,Debit Card,Instagram Shop,Noida,Uttar Pradesh,Delhi,2024-11-13,Delivered,Yes,Quality Defect,2024-12-08,Processed
UT-100130,2024-10-31,CUST_10129,New,ACC-TKA-OS,Accessories,Tikka Headpiece,1199,1,1199,DIWALI40,40,COD,Website,Gurgaon,Haryana,Delhi,,RTO,No,,,Not Applicable
UT-100131,2024-10-31,CUST_10130,New,TOP-GOT-S,Tops,Gota Patti Top,2799,1,2799,DIWALI40,40,Wallet,Mobile App,Indore,Madhya Pradesh,Mumbai,2024-11-12,Delivered,Yes,Size Issue,2024-12-07,Processed
UT-100132,2024-11-01,CUST_10131,New,DRS-BND-M,Dresses,Bandhani Dress,3899,1,3899,DIWALI40,40,Credit Card,Instagram Shop,Surat,Gujarat,Mumbai,2024-11-10,Delivered,Yes,Wrong Item,2024-12-05,Processed
UT-100133,2024-11-01,CUST_10132,New,BOT-BRC-L,Bottoms,Brocade Pants,2999,1,2999,DIWALI40,40,UPI,Website,Patna,Bihar,Delhi,2024-11-11,Delivered,No,,,Not Applicable
UT-100134,2024-11-01,CUST_10133,Returning,OUT-ZRI-M,Outerwear,Zari Work Jacket,6499,1,6499,DIWALI40,40,Credit Card,Mobile App,Bhopal,Madhya Pradesh,Mumbai,2024-11-13,Delivered,Yes,Size Issue,2024-12-10,Processed
UT-100135,2024-11-01,CUST_10134,New,ACC-JHM-OS,Accessories,Jhumka Earrings,999,2,1998,DIWALI40,40,Debit Card,Instagram Shop,Nagpur,Maharashtra,Mumbai,2024-11-11,Delivered,No,,,Not Applicable
UT-100136,2024-11-02,CUST_10135,New,TOP-MRR-S,Tops,Mirror Work Top,2499,1,2499,DIWALI40,40,COD,Website,Coimbatore,Tamil Nadu,Bangalore,2024-11-12,Delivered,Yes,Quality Defect,2024-12-08,Processed
UT-100137,2024-11-02,CUST_10136,New,DRS-PTL-M,Dresses,Patiala Suit,4599,1,4599,DIWALI40,40,UPI,Mobile App,Kochi,Kerala,Bangalore,2024-11-14,Delivered,Yes,Size Issue,2024-12-12,Processed
UT-100138,2024-11-02,CUST_10137,New,BOT-DHT-L,Bottoms,Dhoti Pants,1799,1,1799,DIWALI40,40,Credit Card,Instagram Shop,Vizag,Andhra Pradesh,Bangalore,2024-11-13,Delivered,No,,,Not Applicable
UT-100139,2024-11-02,CUST_10138,Returning,OUT-KTN-M,Outerwear,Katan Silk Jacket,7999,1,7999,DIWALI40,40,Wallet,Website,Thiruvananthapuram,Kerala,Bangalore,2024-11-15,Delivered,Yes,Changed Mind,2024-12-14,Processed
UT-100140,2024-11-03,CUST_10139,New,ACC-KDN-OS,Accessories,Kundan Set,2499,1,2499,DIWALI40,40,Debit Card,Mobile App,Mysore,Karnataka,Bangalore,2024-11-14,Delivered,Yes,Damaged in Transit,2024-12-12,Processed
UT-100141,2024-11-03,CUST_10140,New,TOP-CHK-L,Tops,Chikankari Top,2299,1,2299,DIWALI40,40,UPI,Instagram Shop,Vadodara,Gujarat,Mumbai,2024-11-15,Delivered,Yes,Size Issue,2024-12-13,Processed
UT-100142,2024-11-03,CUST_10141,New,DRS-SHR-S,Dresses,Sharara Set,5999,1,5999,DIWALI40,40,Credit Card,Website,Rajkot,Gujarat,Mumbai,2024-11-16,Delivered,Yes,Wrong Item,2024-12-15,Processed
UT-100143,2024-11-03,CUST_10142,Returning,BOT-GRR-M,Bottoms,Gharara Pants,2599,1,2599,DIWALI40,40,COD,Mobile App,Kanpur,Uttar Pradesh,Delhi,2024-11-15,Delivered,No,,,Not Applicable
UT-100144,2024-11-04,CUST_10143,New,OUT-PHU-L,Outerwear,Phulkari Jacket,4299,1,4299,DIWALI40,40,Credit Card,Instagram Shop,Mumbai,Maharashtra,Mumbai,2024-11-17,Delivered,Yes,Quality Defect,2024-12-16,Processed
UT-100145,2024-11-04,CUST_10144,New,ACC-MNP-OS,Accessories,Mang Patti,799,1,799,DIWALI40,40,UPI,Website,Delhi,Delhi,Delhi,2024-11-16,Delivered,No,,,Not Applicable
UT-100146,2024-11-04,CUST_10145,New,TOP-BND-S,Tops,Bandhej Top,1899,1,1899,DIWALI40,40,Wallet,Mobile App,Kolkata,West Bengal,Delhi,2024-11-17,Delivered,Yes,Size Issue,2024-12-15,Processed
UT-100147,2024-11-05,CUST_10146,New,DRS-LKH-M,Dresses,Lucknowi Dress,4899,1,4899,DIWALI40,40,Debit Card,Instagram Shop,Chennai,Tamil Nadu,Bangalore,2024-11-18,Delivered,Yes,Changed Mind,2024-12-17,Processed
UT-100148,2024-11-05,CUST_10147,Returning,BOT-PTL-L,Bottoms,Patiala Pants,1499,1,1499,DIWALI40,40,Credit Card,Website,Hyderabad,Telangana,Bangalore,2024-11-17,Delivered,No,,,Not Applicable
UT-100149,2024-11-05,CUST_10148,New,OUT-KTH-M,Outerwear,Katha Work Jacket,5699,1,5699,DIWALI40,40,UPI,Mobile App,Pune,Maharashtra,Mumbai,2024-11-19,Delivered,Yes,Size Issue,2024-12-18,Processed
UT-100150,2024-11-05,CUST_10149,New,ACC-BNG-OS,Accessories,Bangle Set,599,4,2396,DIWALI40,40,COD,Instagram Shop,Ahmedabad,Gujarat,Mumbai,2024-11-18,Delivered,Yes,Damaged in Transit,2024-12-16,Processed
UT-100151,2024-11-06,CUST_10150,New,TOP-KSH-L,Tops,Kashmiri Top,2999,1,2999,,0,Credit Card,Website,Jaipur,Rajasthan,Delhi,2024-11-19,Delivered,No,,,Not Applicable
UT-100152,2024-11-06,CUST_10151,New,DRS-IDR-S,Dresses,Ikat Dress,2799,1,2799,,0,UPI,Mobile App,Lucknow,Uttar Pradesh,Delhi,2024-11-20,Delivered,Yes,Quality Defect,2024-12-18,Processed
UT-100153,2024-11-06,CUST_10152,Returning,BOT-KLN-M,Bottoms,Kalamkari Pants,1699,1,1699,Nov15,15,Debit Card,Instagram Shop,Bangalore,Karnataka,Bangalore,2024-11-18,Delivered,No,,,Not Applicable
UT-100154,2024-11-07,CUST_10153,New,OUT-JQD-L,Outerwear,Jacquard Jacket,4599,1,4599,,0,Credit Card,Website,Mumbai,Maharashtra,Mumbai,2024-11-21,Delivered,Yes,Size Issue,2024-12-20,Processed
UT-100155,2024-11-07,CUST_10154,New,ACC-CHN-OS,Accessories,Choker Necklace,899,1,899,,0,COD,Mobile App,Delhi,Delhi,Delhi,2024-11-19,Delivered,No,,,Not Applicable
UT-100156,2024-11-07,CUST_10155,New,TOP-AJR-M,Tops,Ajrakh Print Top,1799,1,1799,Nov15,15,UPI,Instagram Shop,Chandigarh,Punjab,Delhi,2024-11-20,Delivered,Yes,Wrong Item,2024-12-19,Processed
UT-100157,2024-11-08,CUST_10156,New,DRS-BLK-L,Dresses,Block Print Dress,2599,1,2599,,0,Wallet,Website,Noida,Uttar Pradesh,Delhi,2024-11-22,Delivered,No,,,Not Applicable
UT-100158,2024-11-08,CUST_10157,Returning,BOT-TIE-S,Bottoms,Tie Dye Pants,1599,1,1599,,0,Credit Card,Mobile App,Gurgaon,Haryana,Delhi,2024-11-20,Delivered,Yes,Changed Mind,2024-12-18,Processed
UT-100159,2024-11-08,CUST_10158,New,OUT-EMB-M,Outerwear,Embellished Jacket,5299,1,5299,Nov15,15,Debit Card,Instagram Shop,Indore,Madhya Pradesh,Mumbai,2024-11-23,Delivered,No,,,Not Applicable
UT-100160,2024-11-09,CUST_10159,New,ACC-HRM-OS,Accessories,Hair Clip Set,499,3,1497,,0,UPI,Website,Surat,Gujarat,Mumbai,2024-11-21,Delivered,Yes,Damaged in Transit,2024-12-19,Processed
UT-100161,2024-11-09,CUST_10160,New,TOP-PRN-L,Tops,Printed Kurta,2099,1,2099,,0,COD,Mobile App,Patna,Bihar,Delhi,,RTO,No,,,Not Applicable
UT-100162,2024-11-09,CUST_10161,New,DRS-FLR-S,Dresses,Floral Print Dress,2399,1,2399,Nov15,15,Credit Card,Instagram Shop,Bhopal,Madhya Pradesh,Mumbai,2024-11-24,Delivered,Yes,Size Issue,2024-12-22,Processed
UT-100163,2024-11-10,CUST_10162,Returning,BOT-DOT-M,Bottoms,Polka Dot Pants,1799,1,1799,,0,Wallet,Website,Nagpur,Maharashtra,Mumbai,2024-11-22,Delivered,No,,,Not Applicable
UT-100164,2024-10-10,CUST_10163,New,OUT-STR-L,Outerwear,Striped Blazer,4199,1,4199,,0,UPI,Mobile App,Coimbatore,Tamil Nadu,Bangalore,2024-11-25,Delivered,Yes,Quality Defect,2024-12-24,Processed
UT-100165,2024-11-10,CUST_10164,New,ACC-TBR-OS,Accessories,Tassel Earrings,699,2,1398,,0,Debit Card,Instagram Shop,Kochi,Kerala,Bangalore,2024-11-23,Delivered,No,,,Not Applicable
UT-100166,2024-11-11,CUST_10165,New,TOP-SLV-S,Tops,Sleeve Detail Top,1599,1,1599,Nov15,15,Credit Card,Website,Vizag,Andhra Pradesh,Bangalore,2024-11-24,Delivered,Yes,Size Issue,2024-12-23,Processed
UT-100167,2024-11-11,CUST_10166,New,DRS-ASY-M,Dresses,Asymmetric Dress,2899,1,2899,,0,COD,Mobile App,Thiruvananthapuram,Kerala,Bangalore,2024-11-26,Delivered,Yes,Wrong Item,2024-12-25,Processed
UT-100168,2024-11-11,CUST_10167,Returning,BOT-FRN-L,Bottoms,Fringe Pants,2199,1,2199,,0,UPI,Instagram Shop,Mysore,Karnataka,Bangalore,2024-11-24,Delivered,No,,,Not Applicable
UT-100169,2024-11-12,CUST_10168,New,OUT-TWD-M,Outerwear,Tweed Jacket,5599,1,5599,,0,Credit Card,Website,Vadodara,Gujarat,Mumbai,2024-11-27,Delivered,Yes,Changed Mind,2024-12-26,Processed
UT-100170,2024-11-12,CUST_10169,New,ACC-PIN-OS,Accessories,Brooch Pin,399,2,798,Nov15,15,Wallet,Mobile App,Rajkot,Gujarat,Mumbai,2024-11-25,Delivered,No,,,Not Applicable
UT-100171,2024-11-12,CUST_10170,New,TOP-MCR-M,Tops,Macrame Top,1899,1,1899,,0,Debit Card,Instagram Shop,Kanpur,Uttar Pradesh,Delhi,2024-11-26,Delivered,Yes,Quality Defect,2024-12-24,Processed
UT-100172,2024-11-13,CUST_10171,New,DRS-PLT-S,Dresses,Pleated Midi Dress,2699,1,2699,,0,UPI,Website,Mumbai,Maharashtra,Mumbai,2024-11-28,Delivered,No,,,Not Applicable
UT-100173,2024-11-13,CUST_10172,Returning,BOT-VLT-L,Bottoms,Velvet Pants,2499,1,2499,Nov15,15,Credit Card,Mobile App,Delhi,Delhi,Delhi,2024-11-26,Delivered,Yes,Size Issue,2024-12-25,Processed
UT-100174,2024-11-13,CUST_10173,New,OUT-CHK-M,Outerwear,Check Coat,6299,1,6299,,0,COD,Instagram Shop,Kolkata,West Bengal,Delhi,,RTO,No,,,Not Applicable
UT-100175,2024-11-14,CUST_10174,New,ACC-WVN-OS,Accessories,Woven Bag,1599,1,1599,,0,Wallet,Website,Chennai,Tamil Nadu,Bangalore,2024-11-27,Delivered,Yes,Damaged in Transit,2024-12-26,Processed
UT-100176,2024-11-14,CUST_10175,New,TOP-BLN-L,Tops,Balloon Sleeve Top,1699,1,1699,,0,UPI,Mobile App,Hyderabad,Telangana,Bangalore,2024-11-28,Delivered,No,,,Not Applicable
UT-100177,2024-11-14,CUST_10176,New,DRS-CRO-S,Dresses,Crochet Dress,3199,1,3199,Nov15,15,Debit Card,Instagram Shop,Pune,Maharashtra,Mumbai,2024-11-29,Delivered,Yes,Size Issue,2024-12-28,Processed
UT-100178,2024-11-15,CUST_10177,Returning,BOT-PTW-M,Bottoms,Patchwork Pants,2099,1,2099,,0,Credit Card,Website,Ahmedabad,Gujarat,Mumbai,2024-11-28,Delivered,No,,,Not Applicable
UT-100179,2024-11-15,CUST_10178,New,OUT-HRN-L,Outerwear,Herringbone Coat,6999,1,6999,,0,UPI,Mobile App,Jaipur,Rajasthan,Delhi,2024-11-30,Delivered,Yes,Wrong Item,2024-12-29,Processed
UT-100180,2024-11-15,CUST_10179,New,ACC-MTL-OS,Accessories,Metal Belt,899,1,899,,0,COD,Instagram Shop,Lucknow,Uttar Pradesh,Delhi,2024-11-28,Delivered,Yes,Changed Mind,2024-12-27,Processed
UT-100181,2024-11-16,CUST_10180,New,TOP-RCH-S,Tops,Rouched Top,1499,1,1499,Nov15,15,Wallet,Website,Bangalore,Karnataka,Bangalore,2024-11-29,Delivered,No,,,Not Applicable
UT-100182,2024-11-16,CUST_10181,New,DRS-TRF-M,Dresses,Tiered Ruffle Dress,2999,1,2999,,0,Debit Card,Mobile App,Mumbai,Maharashtra,Mumbai,2024-12-01,Delivered,Yes,Quality Defect,2024-12-30,Processed
UT-100183,2024-11-16,CUST_10182,Returning,BOT-BND-L,Bottoms,Banded Pants,1899,1,1899,,0,Credit Card,Instagram Shop,Delhi,Delhi,Delhi,2024-11-29,Delivered,No,,,Not Applicable
UT-100184,2024-11-17,CUST_10183,New,OUT-CML-M,Outerwear,Camel Coat,7499,1,7499,,0,UPI,Website,Chandigarh,Punjab,Delhi,2024-12-02,Delivered,Yes,Size Issue,2024-12-31,Processed
UT-100185,2024-11-17,CUST_10184,New,ACC-STN-OS,Accessories,Stone Necklace,1299,1,1299,Nov15,15,COD,Mobile App,Noida,Uttar Pradesh,Delhi,2024-11-30,Delivered,No,,,Not Applicable
UT-100186,2024-11-17,CUST_10185,New,TOP-KNT-M,Tops,Knotted Top,1599,1,1599,,0,Credit Card,Instagram Shop,Gurgaon,Haryana,Delhi,2024-12-01,Delivered,Yes,Damaged in Transit,2024-12-29,Processed
UT-100187,2024-11-18,CUST_10186,New,DRS-SQN-L,Dresses,Sequin Midi Dress,3799,1,3799,,0,Wallet,Website,Indore,Madhya Pradesh,Mumbai,2024-12-03,Delivered,No,,,Not Applicable
UT-100188,2024-11-18,CUST_10187,Returning,BOT-GLT-S,Bottoms,Glitter Pants,2299,1,2299,,0,UPI,Mobile App,Surat,Gujarat,Mumbai,2024-12-01,Delivered,Yes,Size Issue,2024-12-30,Processed
UT-100189,2024-11-18,CUST_10188,New,OUT-FXF-M,Outerwear,Faux Fur Jacket,5999,1,5999,Nov15,15,Debit Card,Instagram Shop,Patna,Bihar,Delhi,2024-12-04,Delivered,Yes,Wrong Item,2025-01-02,Processed
UT-100190,2024-11-19,CUST_10189,New,ACC-CHM-OS,Accessories,Charm Anklet,499,2,998,,0,Credit Card,Website,Bhopal,Madhya Pradesh,Mumbai,2024-12-02,Delivered,No,,,Not Applicable
UT-100191,2024-11-19,CUST_10190,New,TOP-TXD-L,Tops,Textured Top,1799,1,1799,,0,COD,Mobile App,Nagpur,Maharashtra,Mumbai,,RTO,No,,,Not Applicable
UT-100192,2024-11-19,CUST_10191,New,DRS-VLR-S,Dresses,Velour Dress,2999,1,2999,,0,UPI,Instagram Shop,Coimbatore,Tamil Nadu,Bangalore,2024-12-05,Delivered,Yes,Changed Mind,2025-01-03,Processed
UT-100193,2024-11-20,CUST_10192,Returning,BOT-STN-M,Bottoms,Satin Pants,2199,1,2199,Nov15,15,Wallet,Website,Kochi,Kerala,Bangalore,2024-12-03,Delivered,No,,,Not Applicable
UT-100194,2024-11-20,CUST_10193,New,OUT-SHN-L,Outerwear,Shiny Jacket,4899,1,4899,,0,Debit Card,Mobile App,Vizag,Andhra Pradesh,Bangalore,2024-12-06,Delivered,Yes,Quality Defect,2025-01-04,Processed
UT-100195,2024-11-20,CUST_10194,New,ACC-PRL-OS,Accessories,Pearl Earrings,799,1,799,,0,Credit Card,Instagram Shop,Thiruvananthapuram,Kerala,Bangalore,2024-12-04,Delivered,No,,,Not Applicable
UT-100196,2024-11-21,CUST_10195,New,TOP-MTL-S,Tops,Metallic Top,1999,1,1999,,0,UPI,Website,Mysore,Karnataka,Bangalore,2024-12-05,Delivered,Yes,Size Issue,2025-01-03,Processed
UT-100197,2024-11-21,CUST_10196,New,DRS-GLM-M,Dresses,Glamour Dress,3499,1,3499,Nov15,15,COD,Mobile App,Vadodara,Gujarat,Mumbai,2024-12-07,Delivered,Yes,Wrong Item,2025-01-05,Processed
UT-100198,2024-11-21,CUST_10197,Returning,BOT-LME-L,Bottoms,Lame Pants,2599,1,2599,,0,Credit Card,Instagram Shop,Rajkot,Gujarat,Mumbai,2024-12-05,Delivered,No,,,Not Applicable
UT-100199,2024-11-22,CUST_10198,New,OUT-SPK-M,Outerwear,Sparkle Jacket,5499,1,5499,,0,Wallet,Website,Kanpur,Uttar Pradesh,Delhi,2024-12-08,Delivered,Yes,Changed Mind,2025-01-06,Processed
UT-100200,2024-11-22,CUST_10199,New,ACC-CRY-OS,Accessories,Crystal Bracelet,999,1,999,,0,Debit Card,Mobile App,Mumbai,Maharashtra,Mumbai,2024-12-06,Delivered,No,,,Not Applicable
UT-100201,2024-11-22,CUST_10200,New,TOP-SHR-L,Tops,Sheer Top,1699,1,1699,Nov15,15,UPI,Instagram Shop,Delhi,Delhi,Delhi,2024-12-07,Delivered,Yes,Damaged in Transit,2025-01-05,Processed
UT-100202,2024-11-23,CUST_10201,New,DRS-CHF-S,Dresses,Chiffon Dress,2799,1,2799,,0,Credit Card,Website,Kolkata,West Bengal,Delhi,2024-12-09,Delivered,No,,,Not Applicable
UT-100203,2024-11-23,CUST_10202,Returning,BOT-ORG-M,Bottoms,Organza Pants,2399,1,2399,,0,COD,Mobile App,Chennai,Tamil Nadu,Bangalore,2024-12-07,Delivered,Yes,Quality Defect,2025-01-04,Processed
UT-100204,2024-11-23,CUST_10203,New,OUT-MET-L,Outerwear,Metallic Coat,6799,1,6799,,0,UPI,Instagram Shop,Hyderabad,Telangana,Bangalore,2024-12-10,Delivered,Yes,Size Issue,2025-01-08,Processed
UT-100205,2024-11-24,CUST_10204,New,ACC-DMD-OS,Accessories,Diamond Studs,1499,1,1499,Nov15,15,Wallet,Website,Pune,Maharashtra,Mumbai,2024-12-08,Delivered,No,,,Not Applicable
UT-100206,2024-11-24,CUST_10205,New,TOP-BDS-M,Tops,Beaded Top,2299,1,2299,,0,Debit Card,Mobile App,Ahmedabad,Gujarat,Mumbai,2024-12-09,Delivered,Yes,Wrong Item,2025-01-07,Processed
UT-100207,2024-11-24,CUST_10206,New,DRS-SPL-L,Dresses,Sparkle Gown,4999,1,4999,,0,Credit Card,Instagram Shop,Jaipur,Rajasthan,Delhi,2024-12-11,Delivered,No,,,Not Applicable
UT-100208,2024-11-25,CUST_10207,Returning,BOT-EMB-S,Bottoms,Embroidered Pants,2099,1,2099,,0,UPI,Website,Lucknow,Uttar Pradesh,Delhi,2024-12-09,Delivered,Yes,Changed Mind,2025-01-06,Processed
UT-100209,2024-11-25,CUST_10208,New,OUT-NYE-M,Outerwear,NYE Jacket,5799,1,5799,Nov15,15,COD,Mobile App,Bangalore,Karnataka,Bangalore,2024-12-12,Delivered,Yes,Size Issue,2025-01-10,Processed
UT-100210,2024-11-25,CUST_10209,New,ACC-GLD-OS,Accessories,Gold Cuff,1199,1,1199,,0,Credit Card,Instagram Shop,Mumbai,Maharashtra,Mumbai,2024-12-10,Delivered,No,,,Not Applicable
UT-100211,2024-11-26,CUST_10210,New,TOP-FTR-S,Tops,Feather Top,1899,1,1899,,0,Wallet,Website,Delhi,Delhi,Delhi,2024-12-11,Delivered,Yes,Damaged in Transit,2025-01-08,Processed
UT-100212,2024-11-26,CUST_10211,New,DRS-CCK-M,Dresses,Cocktail Dress,3699,1,3699,,0,Debit Card,Mobile App,Chandigarh,Punjab,Delhi,2024-12-13,Delivered,No,,,Not Applicable
UT-100213,2024-11-26,CUST_10212,Returning,BOT-SQN-L,Bottoms,Sequin Skirt,2699,1,2699,Nov15,15,UPI,Instagram Shop,Noida,Uttar Pradesh,Delhi,2024-12-11,Delivered,Yes,Quality Defect,2025-01-09,Processed
UT-100214,2024-11-27,CUST_10213,New,OUT-PRT-M,Outerwear,Party Jacket,4999,1,4999,,0,Credit Card,Website,Gurgaon,Haryana,Delhi,2024-12-14,Delivered,Yes,Size Issue,2025-01-12,Processed
UT-100215,2024-11-27,CUST_10214,New,ACC-SLV-OS,Accessories,Silver Bangle,899,2,1798,,0,COD,Mobile App,Indore,Madhya Pradesh,Mumbai,2024-12-12,Delivered,No,,,Not Applicable
UT-100216,2024-11-27,CUST_10215,New,TOP-GLT-L,Tops,Glitter Tank,1599,1,1599,,0,UPI,Instagram Shop,Surat,Gujarat,Mumbai,2024-12-13,Delivered,Yes,Wrong Item,2025-01-10,Processed
UT-100217,2024-11-28,CUST_10216,New,DRS-STR-S,Dresses,Star Print Dress,2599,1,2599,Nov15,15,Wallet,Website,Patna,Bihar,Delhi,2024-12-15,Delivered,No,,,Not Applicable
UT-100218,2024-11-28,CUST_10217,Returning,BOT-MTL-M,Bottoms,Metallic Pants,2399,1,2399,,0,Debit Card,Mobile App,Bhopal,Madhya Pradesh,Mumbai,2024-12-13,Delivered,Yes,Changed Mind,2025-01-11,Processed
UT-100219,2024-11-28,CUST_10218,New,OUT-FRM-L,Outerwear,Formal Coat,6499,1,6499,,0,Credit Card,Instagram Shop,Nagpur,Maharashtra,Mumbai,2024-12-16,Delivered,Yes,Size Issue,2025-01-14,Processed
UT-100220,2024-11-29,CUST_10219,New,ACC-RBN-OS,Accessories,Ribbon Choker,499,2,998,,0,UPI,Website,Coimbatore,Tamil Nadu,Bangalore,2024-12-14,Delivered,No,,,Not Applicable
UT-100221,2024-11-29,CUST_10220,New,TOP-VNY-M,Tops,Vinyl Top,1999,1,1999,,0,COD,Mobile App,Kochi,Kerala,Bangalore,,RTO,No,,,Not Applicable
UT-100222,2024-11-29,CUST_10221,New,DRS-NYE-L,Dresses,New Year Gown,5499,1,5499,Nov15,15,Credit Card,Instagram Shop,Vizag,Andhra Pradesh,Bangalore,2024-12-17,Delivered,Yes,Quality Defect,2025-01-15,Processed
UT-100223,2024-11-30,CUST_10222,Returning,BOT-LTX-S,Bottoms,Latex Pants,2799,1,2799,,0,Wallet,Website,Thiruvananthapuram,Kerala,Bangalore,2024-12-15,Delivered,No,,,Not Applicable
UT-100224,2024-11-30,CUST_10223,New,OUT-GLM-M,Outerwear,Glam Jacket,5299,1,5299,,0,Debit Card,Mobile App,Mysore,Karnataka,Bangalore,2024-12-18,Delivered,Yes,Damaged in Transit,2025-01-16,Processed
UT-100225,2024-11-30,CUST_10224,New,ACC-GEM-OS,Accessories,Gemstone Ring,1099,1,1099,,0,UPI,Instagram Shop,Vadodara,Gujarat,Mumbai,2024-12-16,Delivered,Yes,Size Issue,2025-01-14,Processed
UT-100226,2024-12-01,CUST_10225,New,TOP-HOD-L,Tops,Zip Hoodie,2499,1,2499,Dec20,20,Credit Card,Website,Mumbai,Maharashtra,Mumbai,2024-12-06,Delivered,No,,,Not Applicable
UT-100227,2024-12-01,CUST_10226,New,OUT-COT-M,Outerwear,Puffer Coat,6499,1,6499,Dec20,20,COD,Mobile App,Delhi,Delhi,Delhi,2024-12-08,Delivered,Yes,Changed Mind,2024-12-28,Pending
UT-100228,2024-12-01,CUST_10227,Returning,ACC-MFL-OS,Accessories,Cashmere Scarf,1499,1,1499,,0,UPI,Instagram Shop,Chandigarh,Punjab,Delhi,2024-12-07,Delivered,No,,,Not Applicable
UT-100229,2024-12-01,CUST_10228,New,DRS-PLT-M,Dresses,Pleated Dress,2899,1,2899,Dec20,20,Debit Card,Website,Amritsar,Punjab,Delhi,2024-12-09,Delivered,Yes,Size Issue,2024-12-30,Processed
UT-100230,2024-12-02,CUST_10229,New,TOP-THR-L,Tops,Thermal Top,1599,2,3198,,0,Credit Card,Mobile App,Shimla,Himachal Pradesh,Delhi,2024-12-09,Delivered,No,,,Not Applicable
UT-100231,2024-12-02,CUST_10230,New,BOT-FLC-M,Bottoms,Fleece Joggers,1799,1,1799,Dec20,20,Wallet,Instagram Shop,Dehradun,Uttarakhand,Delhi,2024-12-10,Delivered,No,,,Not Applicable
UT-100232,2024-12-02,CUST_10231,New,OUT-WND-L,Outerwear,Windbreaker,3299,1,3299,,0,UPI,Website,Srinagar,Jammu & Kashmir,Delhi,2024-12-11,Delivered,Yes,Wrong Item,2025-01-02,Pending
UT-100233,2024-12-02,CUST_10232,Returning,ACC-BNE-OS,Accessories,Beanie Cap,599,2,1198,Dec20,20,COD,Mobile App,Manali,Himachal Pradesh,Delhi,2024-12-10,Delivered,No,,,Not Applicable
UT-100234,2024-12-03,CUST_10233,New,TOP-SWT-S,Tops,Cropped Sweater,2199,1,2199,,0,Debit Card,Instagram Shop,Darjeeling,West Bengal,Delhi,2024-12-12,Delivered,Yes,Size Issue,2025-01-03,Processed
UT-100235,2024-12-03,CUST_10234,New,DRS-WRM-M,Dresses,Wrap Dress,2499,1,2499,Dec20,20,Credit Card,Website,Gangtok,Sikkim,Delhi,2024-12-12,Delivered,No,,,Not Applicable
UT-100236,2024-12-03,CUST_10235,New,BOT-WOL-L,Bottoms,Wool Trousers,2999,1,2999,,0,UPI,Mobile App,Shillong,Meghalaya,Delhi,2024-12-14,Delivered,Yes,Quality Defect,2025-01-05,Processed
UT-100237,2024-12-03,CUST_10236,New,OUT-DWN-M,Outerwear,Down Jacket,7999,1,7999,Dec20,20,Wallet,Instagram Shop,Leh,Ladakh,Delhi,2024-12-14,Delivered,No,,,Not Applicable
UT-100238,2024-12-04,CUST_10237,Returning,TOP-VLV-S,Tops,Velvet Top,1999,1,1999,,0,Credit Card,Website,Ooty,Tamil Nadu,Bangalore,2024-12-13,Delivered,No,,,Not Applicable
